"gid","건축면적","건축물높이","건축물수","건축물연면적","건폐율","고등학생인구수","고령인구수","공동건축물수","생산가능인구수","용적율","유소년인구수","유아인구수","중학생인구수","초등학생인구수","총인구수","연령20대수","연령30대수","연령40대수","연령50대수","연령60대수","연령70대수","연령80대수","연령90대수","연령100대이상수","공시지가","노후건물수20년","노후건물수30년","응급의료시설접근성","보건기관접근성","주차장접근성","토지이용복합도","토지이용압축도","화재발생수","화재재산피해합계","화재재산피해평균","화재인명피해합계","화재인명피해평균","화재진압시간합계","화재진압시간평균","구조발생수","구조대상자수합계","구조대상자수평균","구조사망합계","구조사망평균","구조안전구조합계","구조안전구조평균","구조경상합계","구조경상평균","구조중상합계","구조중상평균","구조행방불명합계구조","구조행방불명평균"
"라라55b92a",94.41,5.04,18,93.88,15.91,0,16,0,9,15.62,0,0,0,0,25,0,0,0,0,13,0,0,0,0,21135.98,13,11,7.809,3.781,2.126,2,0.68,1,3300,3300,0,0,254,254,4,1,0.25,0,0,0,0,1,0.25,0,0,0,0
"라라39a94a",78.92,3.5,19,78.92,33.63,0,14,0,6,33.63,0,0,0,0,20,0,0,0,0,0,0,8,0,0,7936.63,19,14,20.05,2.747,4.391,5,0.6,1,13860,13860,0,0,463,463,17,0,0,0,0,0,0,0,0,0,0,0,0
"라라55a83a",112.87,4.92,9,113.97,22.58,0,7,0,13,22.5,0,0,0,0,20,0,0,0,0,0,0,0,0,0,31267.98,6,5,5.048,5.298,2.063,1,0.41,3,57615,19205,0,0,2545,848.333333333333,4,2,0.5,0,0,1,0.25,1,0.25,0,0,0,0
"라라55b85b",179.66,11.34,170,698.05,57.39,47,356,19,1305,132.56,117,44,35,63,1778,311,195,213,361,278,157,64,9,0,1191979.13,23,0,2.453,5.391,0.262,8,47.47,7,39080,5582.85714285714,1,0.142857142857143,2107,301,245,46,0.187755102040816,2,0.00816326530612245,34,0.138775510204082,6,0.0244897959183673,1,0.00408163265306122,0,0
"라라48b90a",46,2.4,3,46,2.47,0,0,0,0,2.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8267.78,0,0,7.585,7.644,2.891,1,0.06,1,108,108,0,0,214,214,2,8,4,0,0,8,4,0,0,0,0,0,0
"라라55b91b",175.91,7.5,1,269.41,47.54,0,0,0,0,72.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25075.72,1,0,6.16,2.133,0.476,1,0.11,1,671,671,0,0,357,357,6,0,0,0,0,0,0,0,0,0,0,0,0
"라라57a81b",98.67,4.5,1,98.67,50.86,0,0,0,0,50.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21982.95,1,0,9.102,10.606,9.725,1,0.04,1,550,550,0,0,229,229,14,3,0.214285714285714,0,0,3,0.214285714285714,0,0,0,0,0,0
"라라61a79b",137.25,3.51,19,144.35,13.62,0,11,0,0,13.62,0,0,0,0,13,0,0,0,0,0,6,0,0,0,2381.04,13,11,10.992,4.956,8.163,3,1.1,2,8758,4379,0,0,1681,840.5,1,0,0,0,0,0,0,0,0,0,0,0,0
"라라64a75b",91.04,4.95,11,96.26,28.67,0,7,0,8,33.63,0,0,0,0,15,0,0,0,0,0,0,0,0,0,20934.39,8,6,16.935,3.804,3.84,4,0.42,1,6467,6467,0,0,2248,2248,7,6,0.857142857142857,0,0,0,0,5,0.714285714285714,1,0.142857142857143,0,0
"라라65a83b",83.06,4.65,6,82.68,14.51,0,0,0,0,14.29,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8014.49,5,4,11.357,1.218,1.172,2,0.2,1,11,11,0,0,372,372,2,0,0,0,0,0,0,0,0,0,0,0,0
"라라73a85b",1477.58,6.95,4,1477.58,23.66,0,0,0,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24947.65,0,0,21.92,1.346,2.667,1,2.36,1,721,721,0,0,4079,4079,1,1,1,0,0,1,1,0,0,0,0,0,0
"라라70a93a",308.18,6.63,48,330.33,33.52,0,19,0,17,43.6,0,0,0,0,36,0,0,0,10,8,8,7,0,0,33731.1,31,18,17.847,22.271,22.473,8,6.34,1,1925,1925,0,0,522,522,56,6,0.107142857142857,0,0,4,0.0714285714285714,1,0.0178571428571429,0,0,0,0
"라라55b83a",95.69,5.2,4,95.69,14.05,0,0,0,6,14.05,0,0,0,0,6,0,0,0,0,0,0,0,0,0,12848.8,0,0,7.12,5.329,3.215,2,0.15,2,1870,935,0,0,422,211,16,3,0.1875,0,0,0,0,3,0.1875,0,0,0,0
